segment_id,obs_date,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,avg_slope_deg,elevation_m,dist_to_river_km,past_incident_count,bridge_count,lanes,terrain,soil_type,surface_quality,risk_score,risk_label
SEG-0001,2026-06-06,34.4,127.4,188.6,4.2,87,3.0,0,1,4,plain,alluvial,good,4.518,low
SEG-0001,2026-06-07,11.8,92.6,197.8,4.2,87,3.0,0,1,4,plain,alluvial,good,3.121,low
SEG-0001,2026-06-08,18.9,65.1,190.1,4.2,87,3.0,0,1,4,plain,alluvial,good,2.506,low
SEG-0001,2026-06-09,24.4,55.1,192.0,4.2,87,3.0,0,1,4,plain,alluvial,good,2.345,low
SEG-0001,2026-06-10,24.2,67.5,206.7,4.2,87,3.0,0,1,4,plain,alluvial,good,2.704,low
SEG-0001,2026-06-11,5.3,53.9,165.4,4.2,87,3.0,0,1,4,plain,alluvial,good,1.916,low
SEG-0001,2026-06-12,18.6,48.1,137.6,4.2,87,3.0,0,1,4,plain,alluvial,good,1.914,low
SEG-0001,2026-06-13,18.5,42.4,121.7,4.2,87,3.0,0,1,4,plain,alluvial,good,1.721,low
SEG-0001,2026-06-14,25.7,62.8,135.6,4.2,87,3.0,0,1,4,plain,alluvial,good,2.412,low
SEG-0001,2026-06-15,27.5,71.7,144.2,4.2,87,3.0,0,1,4,plain,alluvial,good,2.697,low
SEG-0001,2026-06-16,12.9,66.1,132.7,4.2,87,3.0,0,1,4,plain,alluvial,good,2.272,low
SEG-0001,2026-06-17,27.3,67.7,135.8,4.2,87,3.0,0,1,4,plain,alluvial,good,2.567,low
SEG-0001,2026-06-18,7.7,47.9,138.2,4.2,87,3.0,0,1,4,plain,alluvial,good,1.726,low
SEG-0001,2026-06-19,14.0,49.0,133.6,4.2,87,3.0,0,1,4,plain,alluvial,good,1.849,low
SEG-0001,2026-06-20,6.6,28.3,121.7,4.2,87,3.0,0,1,4,plain,alluvial,good,1.152,low
SEG-0001,2026-06-21,10.1,30.7,106.1,4.2,87,3.0,0,1,4,plain,alluvial,good,1.231,low
SEG-0001,2026-06-22,25.4,42.1,104.0,4.2,87,3.0,0,1,4,plain,alluvial,good,1.782,low
SEG-0001,2026-06-23,6.2,41.7,97.3,4.2,87,3.0,0,1,4,plain,alluvial,good,1.426,low
SEG-0001,2026-06-24,18.4,50.0,88.4,4.2,87,3.0,0,1,4,plain,alluvial,good,1.825,low
SEG-0001,2026-06-25,26.2,50.8,106.9,4.2,87,3.0,0,1,4,plain,alluvial,good,2.029,low
SEG-0001,2026-06-26,18.0,62.6,110.9,4.2,87,3.0,0,1,4,plain,alluvial,good,2.208,low
SEG-0001,2026-06-27,4.8,49.0,109.1,4.2,87,3.0,0,1,4,plain,alluvial,good,1.625,low
SEG-0001,2026-06-28,8.2,31.0,107.2,4.2,87,3.0,0,1,4,plain,alluvial,good,1.209,low
SEG-0001,2026-06-29,5.8,18.8,87.6,4.2,87,3.0,0,1,4,plain,alluvial,good,0.797,low
SEG-0001,2026-06-30,17.9,31.9,99.3,4.2,87,3.0,0,1,4,plain,alluvial,good,1.376,low
SEG-0001,2026-07-01,11.9,35.6,92.8,4.2,87,3.0,0,1,4,plain,alluvial,good,1.352,low
SEG-0001,2026-07-02,22.4,52.2,89.0,4.2,87,3.0,0,1,4,plain,alluvial,good,1.952,low
SEG-0001,2026-07-03,26.8,61.1,97.8,4.2,87,3.0,0,1,4,plain,alluvial,good,2.282,low
SEG-0001,2026-07-04,15.0,64.2,108.0,4.2,87,3.0,0,1,4,plain,alluvial,good,2.19,low
SEG-0001,2026-07-05,19.6,61.4,119.4,4.2,87,3.0,0,1,4,plain,alluvial,good,2.227,low
SEG-0001,2026-07-06,53.4,88.0,167.0,4.2,87,3.0,0,1,4,plain,alluvial,good,3.624,low
SEG-0001,2026-07-07,62.9,135.9,212.0,4.2,87,3.0,0,1,4,plain,alluvial,good,5.441,low
SEG-0001,2026-07-08,55.5,171.8,255.6,4.2,87,3.0,0,1,4,plain,alluvial,good,7.015,medium
SEG-0001,2026-07-09,62.3,180.7,295.5,4.2,87,3.0,0,1,4,plain,alluvial,good,7.632,medium
SEG-0001,2026-07-10,0.1,117.9,268.8,4.2,87,3.0,0,1,4,plain,alluvial,good,3.775,low
SEG-0001,2026-07-11,22.5,84.9,276.3,4.2,87,3.0,0,1,4,plain,alluvial,good,3.319,low
SEG-0001,2026-07-12,85.9,108.5,342.6,4.2,87,3.0,0,1,4,plain,alluvial,good,5.193,low
SEG-0001,2026-07-13,47.4,155.8,336.6,4.2,87,3.0,0,1,4,plain,alluvial,good,6.396,medium
SEG-0001,2026-07-14,57.9,191.2,331.6,4.2,87,3.0,0,1,4,plain,alluvial,good,8.118,medium
SEG-0001,2026-07-15,16.4,121.7,292.5,4.2,87,3.0,0,1,4,plain,alluvial,good,4.247,low
SEG-0001,2026-07-16,27.3,101.6,257.5,4.2,87,3.0,0,1,4,plain,alluvial,good,3.783,low
SEG-0001,2026-07-17,6.4,50.1,263.8,4.2,87,3.0,0,1,4,plain,alluvial,good,2.106,low
SEG-0001,2026-07-18,13.9,47.6,255.2,4.2,87,3.0,0,1,4,plain,alluvial,good,2.145,low
SEG-0001,2026-07-19,15.5,35.8,184.8,4.2,87,3.0,0,1,4,plain,alluvial,good,1.672,low
SEG-0001,2026-07-20,22.5,51.9,159.9,4.2,87,3.0,0,1,4,plain,alluvial,good,2.141,low
SEG-0001,2026-07-21,6.7,44.7,108.7,4.2,87,3.0,0,1,4,plain,alluvial,good,1.544,low
SEG-0001,2026-07-22,9.5,38.7,101.8,4.2,87,3.0,0,1,4,plain,alluvial,good,1.417,low
SEG-0001,2026-07-23,20.9,37.1,95.4,4.2,87,3.0,0,1,4,plain,alluvial,good,1.551,low
SEG-0001,2026-07-24,15.3,45.7,104.3,4.2,87,3.0,0,1,4,plain,alluvial,good,1.704,low
SEG-0001,2026-07-25,103.6,139.8,194.0,4.2,87,3.0,0,1,4,plain,alluvial,good,6.255,low
SEG-0001,2026-07-26,48.6,167.5,227.1,4.2,87,3.0,0,1,4,plain,alluvial,good,6.63,low
SEG-0001,2026-07-27,41.4,193.6,246.0,4.2,87,3.0,0,1,4,plain,alluvial,good,7.708,medium
SEG-0001,2026-07-28,63.5,153.5,302.8,4.2,87,3.0,0,1,4,plain,alluvial,good,6.475,low
SEG-0001,2026-07-29,7.2,112.1,300.5,4.2,87,3.0,0,1,4,plain,alluvial,good,3.833,low
SEG-0001,2026-07-30,5.1,75.8,284.7,4.2,87,3.0,0,1,4,plain,alluvial,good,2.81,low
SEG-0001,2026-07-31,15.2,27.5,284.6,4.2,87,3.0,0,1,4,plain,alluvial,good,1.725,low
SEG-0001,2026-08-01,19.3,39.6,200.3,4.2,87,3.0,0,1,4,plain,alluvial,good,1.878,low
SEG-0001,2026-08-02,3.6,38.1,155.3,4.2,87,3.0,0,1,4,plain,alluvial,good,1.448,low
SEG-0001,2026-08-03,0.6,23.5,114.5,4.2,87,3.0,0,1,4,plain,alluvial,good,0.905,low
SEG-0001,2026-08-04,19.1,23.3,70.1,4.2,87,3.0,0,1,4,plain,alluvial,good,1.092,low
SEG-0001,2026-08-05,17.4,37.1,80.3,4.2,87,3.0,0,1,4,plain,alluvial,good,1.45,low
SEG-0001,2026-08-06,0.6,37.1,75.8,4.2,87,3.0,0,1,4,plain,alluvial,good,1.152,low
SEG-0001,2026-08-07,1.4,19.4,62.0,4.2,87,3.0,0,1,4,plain,alluvial,good,0.668,low
SEG-0001,2026-08-08,2.5,4.5,45.2,4.2,87,3.0,0,1,4,plain,alluvial,good,0.253,low
SEG-0001,2026-08-09,71.8,75.7,113.4,4.2,87,3.0,0,1,4,plain,alluvial,good,3.47,low
SEG-0001,2026-08-10,46.8,121.1,159.6,4.2,87,3.0,0,1,4,plain,alluvial,good,4.372,low
SEG-0001,2026-08-11,18.0,136.6,158.5,4.2,87,3.0,0,1,4,plain,alluvial,good,4.561,low
SEG-0001,2026-08-12,8.7,73.5,149.8,4.2,87,3.0,0,1,4,plain,alluvial,good,2.44,low
SEG-0001,2026-08-13,0.2,26.9,149.4,4.2,87,3.0,0,1,4,plain,alluvial,good,1.083,low
SEG-0001,2026-08-14,3.5,12.4,151.5,4.2,87,3.0,0,1,4,plain,alluvial,good,0.768,low
SEG-0001,2026-08-15,0.1,3.8,149.1,4.2,87,3.0,0,1,4,plain,alluvial,good,0.48,low
SEG-0001,2026-08-16,14.0,17.6,91.3,4.2,87,3.0,0,1,4,plain,alluvial,good,0.916,low
SEG-0001,2026-08-17,9.6,23.7,54.1,4.2,87,3.0,0,1,4,plain,alluvial,good,0.897,low
SEG-0001,2026-08-18,4.5,28.1,40.6,4.2,87,3.0,0,1,4,plain,alluvial,good,0.888,low
SEG-0001,2026-08-19,1.5,15.6,33.4,4.2,87,3.0,0,1,4,plain,alluvial,good,0.492,low
SEG-0001,2026-08-20,21.8,27.8,55.0,4.2,87,3.0,0,1,4,plain,alluvial,good,1.214,low
SEG-0001,2026-08-21,8.2,31.5,59.7,4.2,87,3.0,0,1,4,plain,alluvial,good,1.092,low
SEG-0001,2026-08-22,63.1,93.1,122.7,4.2,87,3.0,0,1,4,plain,alluvial,good,3.8,low
SEG-0001,2026-08-23,45.8,117.1,154.5,4.2,87,3.0,0,1,4,plain,alluvial,good,4.217,low
SEG-0001,2026-08-24,44.0,152.9,188.9,4.2,87,3.0,0,1,4,plain,alluvial,good,5.804,low
SEG-0001,2026-08-25,41.9,131.7,226.3,4.2,87,3.0,0,1,4,plain,alluvial,good,4.939,low
SEG-0001,2026-08-26,13.6,99.5,238.4,4.2,87,3.0,0,1,4,plain,alluvial,good,3.443,low
SEG-0001,2026-08-27,8.4,63.9,225.0,4.2,87,3.0,0,1,4,plain,alluvial,good,2.392,low
SEG-0001,2026-08-28,14.0,36.0,230.8,4.2,87,3.0,0,1,4,plain,alluvial,good,1.778,low
SEG-0001,2026-08-29,7.9,30.3,175.6,4.2,87,3.0,0,1,4,plain,alluvial,good,1.374,low
SEG-0001,2026-08-30,21.3,43.2,151.1,4.2,87,3.0,0,1,4,plain,alluvial,good,1.87,low
SEG-0001,2026-08-31,22.3,51.5,129.4,4.2,87,3.0,0,1,4,plain,alluvial,good,2.043,low
SEG-0001,2026-09-01,11.4,55.0,98.9,4.2,87,3.0,0,1,4,plain,alluvial,good,1.865,low
SEG-0001,2026-09-02,10.6,44.3,95.9,4.2,87,3.0,0,1,4,plain,alluvial,good,1.565,low
SEG-0001,2026-09-03,6.2,28.2,93.7,4.2,87,3.0,0,1,4,plain,alluvial,good,1.065,low
SEG-0001,2026-09-04,34.2,51.0,113.9,4.2,87,3.0,0,1,4,plain,alluvial,good,2.19,low
SEG-0001,2026-09-05,24.1,64.5,130.1,4.2,87,3.0,0,1,4,plain,alluvial,good,2.414,low
SEG-0001,2026-09-06,8.8,67.1,117.6,4.2,87,3.0,0,1,4,plain,alluvial,good,2.187,low
SEG-0001,2026-09-07,13.6,46.5,108.9,4.2,87,3.0,0,1,4,plain,alluvial,good,1.709,low
SEG-0001,2026-09-08,2.6,25.0,100.1,4.2,87,3.0,0,1,4,plain,alluvial,good,0.939,low
SEG-0001,2026-09-09,35.2,51.4,124.7,4.2,87,3.0,0,1,4,plain,alluvial,good,2.247,low
SEG-0001,2026-09-10,31.8,69.6,150.3,4.2,87,3.0,0,1,4,plain,alluvial,good,2.733,low
SEG-0001,2026-09-11,19.9,86.9,136.0,4.2,87,3.0,0,1,4,plain,alluvial,good,2.941,low
SEG-0001,2026-09-12,23.3,75.0,135.2,4.2,87,3.0,0,1,4,plain,alluvial,good,2.687,low
SEG-0001,2026-09-13,4.1,47.3,130.5,4.2,87,3.0,0,1,4,plain,alluvial,good,1.628,low
SEG-0001,2026-09-14,50.7,78.1,167.6,4.2,87,3.0,0,1,4,plain,alluvial,good,3.323,low
SEG-0001,2026-09-15,29.9,84.7,194.9,4.2,87,3.0,0,1,4,plain,alluvial,good,3.216,low
SEG-0001,2026-09-16,16.7,97.3,176.4,4.2,87,3.0,0,1,4,plain,alluvial,good,3.268,low
SEG-0002,2026-05-20,14.9,14.9,14.9,4.4,53,0.31,0,3,4,plain,alluvial,good,1.566,low
SEG-0002,2026-05-21,4.6,19.5,19.5,4.4,53,0.31,0,3,4,plain,alluvial,good,1.523,low
SEG-0002,2026-05-22,7.7,27.2,27.2,4.4,53,0.31,0,3,4,plain,alluvial,good,1.797,low
SEG-0002,2026-05-23,8.7,21.0,35.9,4.4,53,0.31,0,3,4,plain,alluvial,good,1.676,low
SEG-0002,2026-05-24,8.0,24.4,43.9,4.4,53,0.31,0,3,4,plain,alluvial,good,1.775,low
SEG-0002,2026-05-25,11.2,27.9,55.1,4.4,53,0.31,0,3,4,plain,alluvial,good,1.951,low
SEG-0002,2026-05-26,11.9,31.1,67.0,4.4,53,0.31,0,3,4,plain,alluvial,good,2.079,low
SEG-0002,2026-05-27,13.6,36.7,65.7,4.4,53,0.31,0,3,4,plain,alluvial,good,2.25,low
SEG-0002,2026-05-28,6.2,31.7,67.3,4.4,53,0.31,0,3,4,plain,alluvial,good,1.999,low
SEG-0002,2026-05-29,13.9,33.7,73.5,4.4,53,0.31,0,3,4,plain,alluvial,good,2.198,low
SEG-0002,2026-05-30,17.1,37.2,81.9,4.4,53,0.31,0,3,4,plain,alluvial,good,2.367,low
SEG-0002,2026-05-31,14.7,45.7,88.6,4.4,53,0.31,0,3,4,plain,alluvial,good,2.566,low
SEG-0002,2026-06-01,21.1,52.9,98.5,4.4,53,0.31,0,3,4,plain,alluvial,good,2.889,low
SEG-0002,2026-06-02,22.6,58.4,109.2,4.4,53,0.31,0,3,4,plain,alluvial,good,3.087,low
SEG-0002,2026-06-03,5.4,49.1,101.0,4.4,53,0.31,0,3,4,plain,alluvial,good,2.53,low
SEG-0002,2026-06-04,23.0,51.0,117.8,4.4,53,0.31,0,3,4,plain,alluvial,good,2.925,low
SEG-0002,2026-06-05,25.6,54.0,129.5,4.4,53,0.31,0,3,4,plain,alluvial,good,3.079,low
SEG-0002,2026-06-06,4.5,53.1,116.9,4.4,53,0.31,0,3,4,plain,alluvial,good,2.662,low
SEG-0002,2026-06-07,19.9,50.0,122.1,4.4,53,0.31,0,3,4,plain,alluvial,good,2.858,low
SEG-0002,2026-06-08,23.7,48.1,124.7,4.4,53,0.31,0,3,4,plain,alluvial,good,2.88,low
SEG-0002,2026-06-09,20.3,63.9,122.4,4.4,53,0.31,0,3,4,plain,alluvial,good,3.227,low
SEG-0002,2026-06-10,20.4,64.4,137.4,4.4,53,0.31,0,3,4,plain,alluvial,good,3.283,low
SEG-0002,2026-06-11,15.2,55.9,129.6,4.4,53,0.31,0,3,4,plain,alluvial,good,2.952,low
SEG-0002,2026-06-12,11.1,46.7,115.1,4.4,53,0.31,0,3,4,plain,alluvial,good,2.603,low
SEG-0002,2026-06-13,9.1,35.4,119.7,4.4,53,0.31,0,3,4,plain,alluvial,good,2.288,low
SEG-0002,2026-06-14,17.0,37.2,116.8,4.4,53,0.31,0,3,4,plain,alluvial,good,2.461,low
SEG-0002,2026-06-15,21.4,47.5,114.5,4.4,53,0.31,0,3,4,plain,alluvial,good,2.798,low
SEG-0002,2026-06-16,10.3,48.7,104.5,4.4,53,0.31,0,3,4,plain,alluvial,good,2.613,low
SEG-0002,2026-06-17,13.5,45.2,97.6,4.4,53,0.31,0,3,4,plain,alluvial,good,2.557,low
SEG-0002,2026-06-18,14.2,38.0,96.6,4.4,53,0.31,0,3,4,plain,alluvial,good,2.379,low
SEG-0002,2026-06-19,19.3,47.0,104.8,4.4,53,0.31,0,3,4,plain,alluvial,good,2.722,low
SEG-0002,2026-06-20,24.8,58.3,120.5,4.4,53,0.31,0,3,4,plain,alluvial,good,3.153,low
SEG-0002,2026-06-21,19.7,63.8,123.2,4.4,53,0.31,0,3,4,plain,alluvial,good,3.216,low
SEG-0002,2026-06-22,6.2,50.7,108.0,4.4,53,0.31,0,3,4,plain,alluvial,good,2.604,low
SEG-0002,2026-06-23,10.0,35.9,107.7,4.4,53,0.31,0,3,4,plain,alluvial,good,2.283,low
SEG-0002,2026-06-24,12.0,28.2,106.2,4.4,53,0.31,0,3,4,plain,alluvial,good,2.113,low
SEG-0002,2026-06-25,3.4,25.4,95.4,4.4,53,0.31,0,3,4,plain,alluvial,good,1.864,low
SEG-0002,2026-06-26,20.5,35.9,96.6,4.4,53,0.31,0,3,4,plain,alluvial,good,2.431,low
SEG-0002,2026-06-27,25.0,48.9,96.8,4.4,53,0.31,0,3,4,plain,alluvial,good,2.846,low
SEG-0002,2026-06-28,12.1,57.6,89.2,4.4,53,0.31,0,3,4,plain,alluvial,good,2.832,low
SEG-0002,2026-06-29,0.9,38.0,83.9,4.4,53,0.31,0,3,4,plain,alluvial,good,2.118,low
SEG-0002,2026-06-30,2.9,15.9,76.8,4.4,53,0.31,0,3,4,plain,alluvial,good,1.558,low
SEG-0002,2026-07-01,10.8,14.6,75.6,4.4,53,0.31,0,3,4,plain,alluvial,good,1.655,low
SEG-0002,2026-07-02,27.0,40.7,99.2,4.4,53,0.31,0,3,4,plain,alluvial,good,2.674,low
SEG-0002,2026-07-03,67.0,104.8,145.7,4.4,53,0.31,0,3,4,plain,alluvial,good,5.148,low
SEG-0002,2026-07-04,58.0,152.0,178.7,4.4,53,0.31,0,3,4,plain,alluvial,good,6.889,low
SEG-0002,2026-07-05,53.5,178.5,220.1,4.4,53,0.31,0,3,4,plain,alluvial,good,8.093,medium
SEG-0002,2026-07-06,56.9,168.4,276.1,4.4,53,0.31,0,3,4,plain,alluvial,good,7.86,medium
SEG-0002,2026-07-07,11.4,121.8,284.6,4.4,53,0.31,0,3,4,plain,alluvial,good,5.06,low
SEG-0002,2026-07-08,25.0,93.3,298.8,4.4,53,0.31,0,3,4,plain,alluvial,good,4.556,low
SEG-0002,2026-07-09,3.6,40.0,275.4,4.4,53,0.31,0,3,4,plain,alluvial,good,2.742,low
SEG-0002,2026-07-10,77.9,106.5,286.3,4.4,53,0.31,0,3,4,plain,alluvial,good,5.764,low
SEG-0002,2026-07-11,46.1,127.6,274.4,4.4,53,0.31,0,3,4,plain,alluvial,good,5.877,low
SEG-0002,2026-07-12,56.0,180.0,276.9,4.4,53,0.31,0,3,4,plain,alluvial,good,8.357,medium
SEG-0002,2026-07-13,47.9,150.0,267.9,4.4,53,0.31,0,3,4,plain,alluvial,good,6.875,medium
SEG-0002,2026-07-14,65.1,169.0,321.6,4.4,53,0.31,0,3,4,plain,alluvial,good,8.151,medium
SEG-0002,2026-07-15,33.5,146.5,330.1,4.4,53,0.31,0,3,4,plain,alluvial,good,6.647,medium
SEG-0002,2026-07-16,34.3,132.9,360.8,4.4,53,0.31,0,3,4,plain,alluvial,good,6.147,low
SEG-0002,2026-07-17,41.5,109.3,324.4,4.4,53,0.31,0,3,4,plain,alluvial,good,5.323,low
SEG-0002,2026-07-18,3.5,79.3,281.8,4.4,53,0.31,0,3,4,plain,alluvial,good,3.78,low
SEG-0002,2026-07-19,11.1,56.1,236.9,4.4,53,0.31,0,3,4,plain,alluvial,good,3.183,low
SEG-0002,2026-07-20,11.7,26.3,200.7,4.4,53,0.31,0,3,4,plain,alluvial,good,2.318,low
SEG-0002,2026-07-21,7.1,29.9,142.7,4.4,53,0.31,0,3,4,plain,alluvial,good,2.174,low
SEG-0002,2026-07-22,76.6,95.4,185.8,4.4,53,0.31,0,3,4,plain,alluvial,good,5.177,low
SEG-0002,2026-07-23,36.8,120.5,188.3,4.4,53,0.31,0,3,4,plain,alluvial,good,5.169,low
SEG-0002,2026-07-24,55.2,168.6,202.0,4.4,53,0.31,0,3,4,plain,alluvial,good,7.636,medium
SEG-0002,2026-07-25,30.8,122.8,229.3,4.4,53,0.31,0,3,4,plain,alluvial,good,5.281,low
SEG-0002,2026-07-26,24.3,110.3,242.5,4.4,53,0.31,0,3,4,plain,alluvial,good,4.832,low
SEG-0002,2026-07-27,2.0,57.1,232.8,4.4,53,0.31,0,3,4,plain,alluvial,good,3.043,low
SEG-0002,2026-07-28,25.3,51.6,251.0,4.4,53,0.31,0,3,4,plain,alluvial,good,3.346,low
SEG-0002,2026-07-29,18.3,45.6,192.7,4.4,53,0.31,0,3,4,plain,alluvial,good,2.91,low
SEG-0002,2026-07-30,6.1,49.7,162.0,4.4,53,0.31,0,3,4,plain,alluvial,good,2.725,low
SEG-0002,2026-07-31,17.5,41.9,124.3,4.4,53,0.31,0,3,4,plain,alluvial,good,2.613,low
SEG-0002,2026-08-01,10.8,34.4,104.3,4.4,53,0.31,0,3,4,plain,alluvial,good,2.249,low
SEG-0002,2026-08-02,19.7,48.0,99.7,4.4,53,0.31,0,3,4,plain,alluvial,good,2.741,low
SEG-0002,2026-08-03,13.3,43.8,111.0,4.4,53,0.31,0,3,4,plain,alluvial,good,2.554,low
SEG-0002,2026-08-04,8.2,41.2,93.9,4.4,53,0.31,0,3,4,plain,alluvial,good,2.353,low
SEG-0002,2026-08-05,15.7,37.2,91.3,4.4,53,0.31,0,3,4,plain,alluvial,good,2.369,low
SEG-0002,2026-08-06,21.6,45.5,106.8,4.4,53,0.31,0,3,4,plain,alluvial,good,2.728,low
SEG-0002,2026-08-07,0.2,37.5,89.5,4.4,53,0.31,0,3,4,plain,alluvial,good,2.108,low
SEG-0002,2026-08-08,3.8,25.6,82.5,4.4,53,0.31,0,3,4,plain,alluvial,good,1.841,low
SEG-0002,2026-08-09,13.0,17.0,75.8,4.4,53,0.31,0,3,4,plain,alluvial,good,1.755,low
SEG-0002,2026-08-10,16.1,32.9,78.6,4.4,53,0.31,0,3,4,plain,alluvial,good,2.229,low
SEG-0002,2026-08-11,13.6,42.7,84.0,4.4,53,0.31,0,3,4,plain,alluvial,good,2.456,low
SEG-0002,2026-08-12,14.4,44.1,82.7,4.4,53,0.31,0,3,4,plain,alluvial,good,2.503,low
SEG-0002,2026-08-13,11.4,39.4,72.5,4.4,53,0.31,0,3,4,plain,alluvial,good,2.301,low
SEG-0002,2026-08-14,60.2,86.0,132.5,4.4,53,0.31,0,3,4,plain,alluvial,good,4.508,low
SEG-0002,2026-08-15,42.1,113.7,170.8,4.4,53,0.31,0,3,4,plain,alluvial,good,5.025,low
SEG-0002,2026-08-16,44.9,147.2,202.7,4.4,53,0.31,0,3,4,plain,alluvial,good,6.521,medium
SEG-0002,2026-08-17,73.5,160.5,260.1,4.4,53,0.31,0,3,4,plain,alluvial,good,7.751,medium
SEG-0002,2026-08-18,24.8,143.2,271.3,4.4,53,0.31,0,3,4,plain,alluvial,good,6.192,low
SEG-0002,2026-08-19,41.8,140.1,298.7,4.4,53,0.31,0,3,4,plain,alluvial,good,6.42,low
SEG-0002,2026-08-20,12.8,79.4,300.1,4.4,53,0.31,0,3,4,plain,alluvial,good,3.991,low
SEG-0002,2026-08-21,1.4,56.0,241.3,4.4,53,0.31,0,3,4,plain,alluvial,good,3.027,low
SEG-0002,2026-08-22,1.5,15.7,200.7,4.4,53,0.31,0,3,4,plain,alluvial,good,1.869,low
SEG-0002,2026-08-23,16.6,19.5,172.4,4.4,53,0.31,0,3,4,plain,alluvial,good,2.147,low
SEG-0002,2026-08-24,17.6,35.7,116.5,4.4,53,0.31,0,3,4,plain,alluvial,good,2.432,low
SEG-0002,2026-08-25,10.0,44.2,101.7,4.4,53,0.31,0,3,4,plain,alluvial,good,2.483,low
SEG-0002,2026-08-26,78.2,105.8,138.1,4.4,53,0.31,0,3,4,plain,alluvial,good,5.344,low
SEG-0002,2026-08-27,37.5,125.7,162.8,4.4,53,0.31,0,3,4,plain,alluvial,good,5.34,low
SEG-0002,2026-08-28,11.3,127.0,172.7,4.4,53,0.31,0,3,4,plain,alluvial,good,4.979,low
SEG-0002,2026-08-29,10.4,59.2,181.6,4.4,53,0.31,0,3,4,plain,alluvial,good,3.099,low
SEG-0002,2026-08-30,3.2,24.9,168.2,4.4,53,0.31,0,3,4,plain,alluvial,good,2.048,low
SEG-0002,2026-08-31,21.6,35.2,172.2,4.4,53,0.31,0,3,4,plain,alluvial,good,2.64,low
SEG-0002,2026-09-01,10.6,35.4,172.8,4.4,53,0.31,0,3,4,plain,alluvial,good,2.46,low
SEG-0002,2026-09-02,4.6,36.8,99.2,4.4,53,0.31,0,3,4,plain,alluvial,good,2.192,low
SEG-0002,2026-09-03,14.1,29.3,75.8,4.4,53,0.31,0,3,4,plain,alluvial,good,2.094,low
SEG-0002,2026-09-04,11.8,30.5,76.3,4.4,53,0.31,0,3,4,plain,alluvial,good,2.087,low
SEG-0002,2026-09-05,0.1,26.0,66.0,4.4,53,0.31,0,3,4,plain,alluvial,good,1.743,low
SEG-0002,2026-09-06,9.7,21.6,72.5,4.4,53,0.31,0,3,4,plain,alluvial,good,1.81,low
SEG-0002,2026-09-07,3.4,13.2,54.3,4.4,53,0.31,0,3,4,plain,alluvial,good,1.434,low
SEG-0002,2026-09-08,2.7,15.8,46.4,4.4,53,0.31,0,3,4,plain,alluvial,good,1.468,low
SEG-0002,2026-09-09,13.6,19.7,55.4,4.4,53,0.31,0,3,4,plain,alluvial,good,1.78,low
SEG-0002,2026-09-10,2.6,18.9,43.9,4.4,53,0.31,0,3,4,plain,alluvial,good,1.54,low
SEG-0002,2026-09-11,1.8,18.0,33.9,4.4,53,0.31,0,3,4,plain,alluvial,good,1.476,low
SEG-0002,2026-09-12,4.9,9.3,38.7,4.4,53,0.31,0,3,4,plain,alluvial,good,1.315,low
SEG-0002,2026-09-13,13.1,19.8,42.1,4.4,53,0.31,0,3,4,plain,alluvial,good,1.737,low
